locus	sample	rep	mlength	MAPQ	mapped_origin	chrom	start	end	FLAG	QNAME
SCA17	WGSrpt_14	64	149	44	ok	chr6	170870905	170871050	99	ST-E00110:326:HCJHTALXX:5:1119:12378:65757
SCA17	WGSrpt_14	29	149	44	ok	chr6	170870858	170871006	99	ST-E00110:326:HCJHTALXX:5:1220:13758:57213
SCA17	WGSrpt_14	114	150	28	ok	chr6	170871042	170871188	147	ST-E00110:326:HCJHTALXX:5:2208:29650:54295
SCA17	WGSrpt_14	49	150	44	ok	chr6	170870887	170871036	147	ST-E00110:326:HCJHTALXX:5:2216:7689:65617
SCA17	WGSrpt_14	89	149	18	ok	chr6	170870933	170871078	147	ST-E00110:326:HCJHTALXX:5:2107:21460:37893
SCA17	WGSrpt_14	120	150	14	ok	chr6	170870987	170871130	163	ST-E00110:326:HCJHTALXX:6:2218:6644:32408
SCA17	WGSrpt_14	125	150	17	ok	chr6	170870989	170871132	83	ST-E00110:326:HCJHTALXX:5:1115:6208:13228
SCA17	WGSrpt_14	29	150	44	ok	chr6	170870864	170871012	147	ST-E00110:326:HCJHTALXX:6:2101:5660:21807
SCA17	WGSrpt_14	78	148	14	ok	chr6	170870938	170871077	147	ST-E00110:326:HCJHTALXX:6:1214:18730:46138
SCA17	WGSrpt_14	114	150	18	ok	chr6	170871037	170871183	83	ST-E00110:326:HCJHTALXX:6:1224:10795:41708
SCA17	WGSrpt_14	55	149	21	ok	chr6	170870896	170871039	163	ST-E00110:326:HCJHTALXX:5:1110:12875:35186
SCA17	WGSrpt_14	64	149	44	ok	chr6	170870905	170871050	99	ST-E00110:326:HCJHTALXX:6:2116:13585:51535
SCA17	WGSrpt_14	60	150	44	ok	chr6	170870901	170871051	99	ST-E00110:326:HCJHTALXX:5:1205:9191:47685
SCA17	WGSrpt_14	93	150	34	ok	chr6	170871064	170871213	147	ST-E00110:326:HCJHTALXX:5:2202:23612:39616
SCA17	WGSrpt_14	125	150	17	ok	chr6	170870988	170871131	99	ST-E00110:326:HCJHTALXX:6:1222:21339:29138
SCA17	WGSrpt_14	104	149	18	ok	chr6	170870951	170871096	147	ST-E00110:326:HCJHTALXX:6:1101:26788:14002
SCA17	WGSrpt_14	54	150	44	ok	chr6	170871104	170871253	83	ST-E00110:326:HCJHTALXX:5:1208:5000:66127
SCA17	WGSrpt_14	64	147	21	ok	chr6	170870907	170871050	147	ST-E00110:326:HCJHTALXX:5:1110:4178:5282
SCA17	WGSrpt_14	110	150	17	ok	chr6	170871041	170871184	163	ST-E00110:326:HCJHTALXX:6:2215:3457:40882
SCA17	WGSrpt_14	79	150	44	ok	chr6	170871084	170871233	99	ST-E00110:326:HCJHTALXX:5:1223:28676:38614
SCA17	WGSrpt_14	124	150	17	ok	chr6	170870981	170871121	147	ST-E00110:326:HCJHTALXX:5:1201:2372:27292
SCA17	WGSrpt_14	102	150	18	ok	chr6	170870949	170871095	163	ST-E00110:326:HCJHTALXX:5:1124:21095:22317
SCA17	WGSrpt_14	126	150	17	ok	chr6	170870997	170871143	147	ST-E00110:326:HCJHTALXX:6:2210:23257:60765
SCA17	WGSrpt_14	124	149	17	ok	chr6	170870980	170871122	83	ST-E00110:326:HCJHTALXX:6:1119:7243:61714
SCA17	WGSrpt_14	123	150	17	ok	chr6	170871005	170871149	163	ST-E00110:326:HCJHTALXX:6:2103:19827:9853
SCA17	WGSrpt_14	127	150	17	ok	chr6	170871015	170871161	99	ST-E00110:326:HCJHTALXX:6:1121:27854:16199
SCA17	WGSrpt_14	42	150	44	ok	chr6	170870880	170871029	163	ST-E00110:326:HCJHTALXX:6:2210:18944:63947
SCA17	WGSrpt_14	91	150	21	ok	chr6	170871068	170871215	163	ST-E00110:326:HCJHTALXX:5:1210:21521:62189
SCA17	WGSrpt_14	128	149	17	ok	chr6	170870997	170871139	163	ST-E00110:326:HCJHTALXX:6:2203:10105:39493
SCA17	WGSrpt_14	123	148	17	ok	chr6	170871005	170871149	163	ST-E00110:326:HCJHTALXX:5:1106:6319:56528
SCA17	WGSrpt_14	101	147	18	ok	chr6	170871051	170871197	99	ST-E00110:326:HCJHTALXX:5:1123:15260:41216
SCA17	WGSrpt_14	59	149	44	ok	chr6	170870899	170871050	83	ST-E00110:326:HCJHTALXX:5:2102:1742:36258
SCA17	WGSrpt_14	10	150	44	mis	chr8	287177	287326	97	ST-E00110:326:HCJHTALXX:6:2120:12205:43026
SCA17	WGSrpt_14	105	147	14	ok	chr6	170870975	170871145	83	ST-E00110:326:HCJHTALXX:6:1117:15270:17465
SCA17	WGSrpt_14	87	150	21	ok	chr6	170870930	170871076	83	ST-E00110:326:HCJHTALXX:5:1208:31385:51605
SCA17	WGSrpt_14	102	148	17	ok	chr6	170870951	170871095	99	ST-E00110:326:HCJHTALXX:5:1115:27641:60483
SCA17	WGSrpt_14	118	150	17	ok	chr6	170871033	170871179	163	ST-E00110:326:HCJHTALXX:5:2214:24759:50428
SCA17	WGSrpt_14	29	150	44	ok	chr6	170870859	170871008	99	ST-E00110:326:HCJHTALXX:5:2202:18111:56598
SCA17	WGSrpt_14	55	149	44	ok	chr6	170870894	170871039	163	ST-E00110:326:HCJHTALXX:5:2118:19532:42358
SCA17	WGSrpt_14	55	149	44	ok	chr6	170870894	170871039	99	ST-E00110:326:HCJHTALXX:6:1219:17350:20893
SCA17	WGSrpt_14	109	148	14	ok	chr6	170871029	170871173	99	ST-E00110:326:HCJHTALXX:5:2213:32248:20084
SCA17	WGSrpt_14	20	150	44	ok	chr6	170870846	170870995	83	ST-E00110:326:HCJHTALXX:6:2117:19958:51887
SCA17	WGSrpt_14	126	150	17	ok	chr6	170870980	170871126	99	ST-E00110:326:HCJHTALXX:6:2207:24657:1942
SCA17	WGSrpt_14	39	150	44	ok	chr6	170870877	170871026	99	ST-E00110:326:HCJHTALXX:6:2214:24211:36996
SCA17	WGSrpt_14	110	150	18	ok	chr6	170871047	170871193	83	ST-E00110:326:HCJHTALXX:5:2116:18944:11910
SCA17	WGSrpt_14	118	148	17	ok	chr6	170871024	170871167	99	ST-E00110:326:HCJHTALXX:5:2120:18842:50726
SCA17	WGSrpt_14	107	150	18	ok	chr6	170871047	170871194	163	ST-E00110:326:HCJHTALXX:6:2204:3589:19733
SCA17	WGSrpt_14	100	150	34	ok	chr6	170871057	170871206	147	ST-E00110:326:HCJHTALXX:5:1216:10845:38034
SCA17	WGSrpt_14	129	149	14	ok	chr6	170870995	170871137	163	ST-E00110:326:HCJHTALXX:6:2214:22059:39317
SCA17	WGSrpt_14	107	150	21	ok	chr6	170871047	170871196	83	ST-E00110:326:HCJHTALXX:6:1119:15006:12367
SCA17	WGSrpt_14	69	150	21	ok	chr6	170870909	170871055	83	ST-E00110:326:HCJHTALXX:6:1208:23591:38842
SCA17	WGSrpt_14	89	150	21	ok	chr6	170871074	170871219	147	ST-E00110:326:HCJHTALXX:5:2122:23987:12138
SCA17	WGSrpt_14	103	150	18	ok	chr6	170871052	170871201	147	ST-E00110:326:HCJHTALXX:5:2117:20385:9062
SCA17	WGSrpt_14	85	149	44	ok	chr6	170870929	170871080	99	ST-E00110:326:HCJHTALXX:6:2107:16711:71893
SCA17	WGSrpt_14	49	150	44	ok	chr6	170870887	170871036	147	ST-E00110:326:HCJHTALXX:5:1108:19004:36522
SCA17	WGSrpt_14	29	149	44	ok	chr6	170870860	170871008	83	ST-E00110:326:HCJHTALXX:6:1210:11901:63701
SCA17	WGSrpt_14	72	150	18	ok	chr6	170870912	170871058	83	ST-E00110:326:HCJHTALXX:6:2101:29914:68711
SCA17	WGSrpt_14	46	150	44	ok	chr6	170870884	170871033	147	ST-E00110:326:HCJHTALXX:5:2116:1681:23460
SCA17	WGSrpt_14	128	149	17	ok	chr6	170871009	170871154	99	ST-E00110:326:HCJHTALXX:5:1206:25367:48986
SCA17	WGSrpt_14	28	150	44	ok	chr6	170870856	170871005	163	ST-E00110:326:HCJHTALXX:5:2220:23520:60343
SCA17	WGSrpt_14	130	150	17	ok	chr6	170870992	170871135	83	ST-E00110:326:HCJHTALXX:6:1206:31832:70522
SCA17	WGSrpt_14	75	150	21	ok	chr6	170870915	170871061	147	ST-E00110:326:HCJHTALXX:5:1119:6329:66109
SCA17	WGSrpt_14	112	149	14	ok	chr6	170871023	170871168	99	ST-E00110:326:HCJHTALXX:5:1121:9973:3823
SCA17	WGSrpt_14	115	150	17	ok	chr6	170870967	170871105	83	ST-E00110:326:HCJHTALXX:6:1204:7811:13263
SCA17	WGSrpt_14	111	148	17	ok	chr6	170870966	170871105	163	ST-E00110:326:HCJHTALXX:5:2120:8907:27503
SCA17	WGSrpt_14	29	149	44	ok	chr6	170870863	170871011	99	ST-E00110:326:HCJHTALXX:5:2219:20750:17676
SCA17	WGSrpt_14	26	148	44	ok	chr6	170870856	170871003	83	ST-E00110:326:HCJHTALXX:5:1215:8846:45997
SCA17	WGSrpt_14	39	149	44	ok	chr6	170870875	170871023	99	ST-E00110:326:HCJHTALXX:5:1221:17746:28083
SCA17	WGSrpt_14	28	150	44	ok	chr6	170870856	170871005	83	ST-E00110:326:HCJHTALXX:6:1207:8552:23161
SCA17	WGSrpt_02	85	148	28	ok	chr6	170870930	170871074	163	ST-E00106:366:H77VFALXX:1:1210:19421:44872
SCA17	WGSrpt_02	116	148	17	ok	chr6	170870977	170871130	147	ST-E00106:366:H77VFALXX:2:1113:26463:14775
SCA17	WGSrpt_02	116	150	14	ok	chr6	170871006	170871161	163	ST-E00106:366:H77VFALXX:1:1213:9546:18414
SCA17	WGSrpt_02	119	149	18	ok	chr6	170871020	170871168	99	ST-E00106:366:H77VFALXX:2:1210:24921:45751
SCA17	WGSrpt_02	65	148	21	ok	chr6	170870907	170871051	147	ST-E00106:366:H77VFALXX:1:1102:14184:46173
SCA17	WGSrpt_02	71	150	44	ok	chr6	170871092	170871241	147	ST-E00106:366:H77VFALXX:2:2217:27214:37700
SCA17	WGSrpt_02	71	149	18	ok	chr6	170870912	170871057	147	ST-E00106:366:H77VFALXX:1:1103:13352:30422
SCA17	WGSrpt_02	73	150	18	ok	chr6	170870913	170871059	83	ST-E00106:366:H77VFALXX:2:2119:7608:15549
SCA17	WGSrpt_02	70	148	28	ok	chr6	170870912	170871056	99	ST-E00106:366:H77VFALXX:2:2221:6461:14406
SCA17	WGSrpt_02	27	149	44	ok	chr6	170870858	170871006	163	ST-E00106:366:H77VFALXX:1:2113:28513:72016
SCA17	WGSrpt_02	67	148	44	ok	chr6	170870909	170871053	99	ST-E00106:366:H77VFALXX:2:1222:3549:57741
SCA17	WGSrpt_02	110	148	14	ok	chr6	170871005	170871158	163	ST-E00106:366:H77VFALXX:2:1216:29559:14969
SCA17	WGSrpt_02	71	150	21	ok	chr6	170870915	170871061	147	ST-E00106:366:H77VFALXX:1:2217:20192:63788
SCA17	WGSrpt_02	84	149	14	ok	chr6	170871051	170871187	163	ST-E00106:366:H77VFALXX:2:1123:21663:61802
SCA17	WGSrpt_02	103	149	18	ok	chr6	170870951	170871096	163	ST-E00106:366:H77VFALXX:1:2210:13281:61521
SCA17	WGSrpt_02	102	150	18	ok	chr6	170870949	170871095	99	ST-E00106:366:H77VFALXX:1:2109:32400:18590
SCA17	WGSrpt_02	87	150	21	ok	chr6	170871073	170871222	83	ST-E00106:366:H77VFALXX:2:2214:26169:39721
SCA17	WGSrpt_02	27	150	44	ok	chr6	170870874	170871023	163	ST-E00106:366:H77VFALXX:2:1212:8034:59218
SCA17	WGSrpt_02	55	150	44	ok	chr6	170870893	170871039	83	ST-E00106:366:H77VFALXX:1:1223:12631:8359
SCA17	WGSrpt_02	60	149	54	ok	chr6	170870900	170871045	99	ST-E00106:366:H77VFALXX:2:1117:19380:55631
SCA17	WGSrpt_02	29	149	44	ok	chr6	170870864	170871012	163	ST-E00106:366:H77VFALXX:2:2109:25560:37190
SCA17	WGSrpt_02	35	149	44	ok	chr6	170870871	170871019	83	ST-E00106:366:H77VFALXX:1:2111:31842:3348
SCA17	WGSrpt_02	92	150	18	ok	chr6	170870947	170871092	163	ST-E00106:366:H77VFALXX:2:1103:30990:49267
SCA17	WGSrpt_02	102	150	28	ok	chr6	170870949	170871095	163	ST-E00106:366:H77VFALXX:1:2210:7527:62136
SCA17	WGSrpt_02	84	149	18	ok	chr6	170870925	170871070	83	ST-E00106:366:H77VFALXX:1:2106:28869:5581
SCA17	WGSrpt_02	64	150	31	ok	chr6	170870904	170871050	163	ST-E00106:366:H77VFALXX:2:2210:4706:58233
SCA17	WGSrpt_02	116	150	17	ok	chr6	170871008	170871166	99	ST-E00106:366:H77VFALXX:2:1109:1692:61450
SCA17	WGSrpt_02	60	150	54	ok	chr6	170870901	170871045	99	ST-E00106:366:H77VFALXX:2:2110:13606:42112
SCA17	WGSrpt_02	39	148	44	ok	chr6	170870879	170871026	99	ST-E00106:366:H77VFALXX:2:1210:11576:61943
SCA17	WGSrpt_02	29	149	44	ok	chr6	170870867	170871015	83	ST-E00106:366:H77VFALXX:1:2104:24079:53223
SCA17	WGSrpt_02	99	148	18	ok	chr6	170870945	170871089	163	ST-E00106:366:H77VFALXX:1:1114:9962:66179
SCA17	WGSrpt_02	77	150	44	ok	chr6	170871083	170871232	147	ST-E00106:366:H77VFALXX:1:1112:3589:13615
SCA17	WGSrpt_02	33	149	44	ok	chr6	170870869	170871017	99	ST-E00106:366:H77VFALXX:1:1112:3589:13615
SCA17	WGSrpt_02	119	150	17	ok	chr6	170871017	170871169	83	ST-E00106:366:H77VFALXX:1:1121:16325:8745
SCA17	WGSrpt_02	35	150	36	ok	chr6	170870891	170871032	147	ST-E00106:366:H77VFALXX:1:2208:29264:24831
SCA17	WGSrpt_02	30	149	44	ok	chr6	170870864	170871012	99	ST-E00106:366:H77VFALXX:2:2102:11637:45663
SCA17	WGSrpt_02	120	150	17	ok	chr6	170870991	170871149	83	ST-E00106:366:H77VFALXX:2:1115:30046:54735
SCA17	WGSrpt_02	65	148	21	ok	chr6	170870907	170871051	147	ST-E00106:366:H77VFALXX:2:1111:29559:67392
SCA17	WGSrpt_02	58	150	44	ok	chr6	170871104	170871253	147	ST-E00106:366:H77VFALXX:1:2220:26047:10503
SCA17	WGSrpt_02	22	149	44	ok	chr6	170870851	170870999	99	ST-E00106:366:H77VFALXX:1:2220:26047:10503
SCA17	WGSrpt_02	29	149	44	ok	chr6	170870859	170871007	83	ST-E00106:366:H77VFALXX:2:2216:20527:69924
SCA17	WGSrpt_02	74	150	18	ok	chr6	170870914	170871060	83	ST-E00106:366:H77VFALXX:1:2221:19167:25763
SCA17	WGSrpt_02	91	150	18	ok	chr6	170870938	170871084	147	ST-E00106:366:H77VFALXX:1:2202:13088:27187
SCA17	WGSrpt_02	58	150	44	ok	chr6	170871099	170871248	163	ST-E00106:366:H77VFALXX:1:2206:21582:21192
SCA17	WGSrpt_02	17	149	44	ok	chr6	170870848	170870996	99	ST-E00106:366:H77VFALXX:1:2111:3194:5933
SCA17	WGSrpt_02	79	150	21	ok	chr6	170871076	170871224	147	ST-E00106:366:H77VFALXX:1:2111:11982:62646
SCA17	WGSrpt_02	99	150	21	ok	chr6	170870987	170871094	147	ST-E00106:366:H77VFALXX:1:1219:20019:16586
SCA17	WGSrpt_02	116	150	11	ok	chr6	170871017	170871166	163	ST-E00106:366:H77VFALXX:1:1117:12824:9431
SCA17	WGSrpt_02	125	150	27	ok	chr6	170871008	170871154	147	ST-E00106:366:H77VFALXX:2:2224:8420:49865
SCA17	WGSrpt_02	92	150	21	ok	chr6	170871061	170871210	147	ST-E00106:366:H77VFALXX:2:2113:9414:14600
SCA17	WGSrpt_02	23	150	44	ok	chr6	170870851	170871000	83	ST-E00106:366:H77VFALXX:2:2118:17350:48248
SCA17	WGSrpt_02	80	150	28	ok	chr6	170870922	170871068	163	ST-E00106:366:H77VFALXX:2:1124:4239:30105
SCA17	WGSrpt_02	51	150	44	ok	chr6	170871102	170871251	147	ST-E00106:366:H77VFALXX:1:2215:9719:51342
SCA17	WGSrpt_02	82	149	18	ok	chr6	170870920	170871065	147	ST-E00106:366:H77VFALXX:2:1217:22445:2891
SCA17	WGSrpt_02	125	150	14	ok	chr6	170870979	170871114	147	ST-E00106:366:H77VFALXX:2:1119:8582:5106
SCA17	WGSrpt_02	42	150	44	ok	chr6	170870880	170871029	83	ST-E00106:366:H77VFALXX:1:1101:16295:13931
SCA17	WGSrpt_02	107	150	18	ok	chr6	170870961	170871116	99	ST-E00106:366:H77VFALXX:2:2215:17990:52414
SCA17	WGSrpt_02	112	150	44	ok	chr6	170871040	170871189	99	ST-E00106:366:H77VFALXX:2:1218:9831:6952
SCA17	WGSrpt_02	71	150	44	ok	chr6	170871092	170871241	99	ST-E00106:366:H77VFALXX:2:1221:17574:26308
SCA17	WGSrpt_02	81	150	21	ok	chr6	170871073	170871222	147	ST-E00106:366:H77VFALXX:2:2122:17320:10503
SCA17	WGSrpt_02	107	150	17	ok	chr6	170870961	170871116	99	ST-E00106:366:H77VFALXX:2:1217:8247:21016
SCA17	WGSrpt_02	111	150	42	ok	chr6	170870964	170871110	83	ST-E00106:366:H77VFALXX:2:2119:2412:39071
SCA17	WGSrpt_02	83	150	21	ok	chr6	170871077	170871226	163	ST-E00106:366:H77VFALXX:1:1206:6248:4755
SCA17	WGSrpt_02	121	150	17	ok	chr6	170870988	170871142	163	ST-E00106:366:H77VFALXX:2:1205:15879:55332
SCA17	WGSrpt_02	73	150	44	ok	chr6	170871090	170871239	99	ST-E00106:366:H77VFALXX:1:1204:25773:48881
SCA17	WGSrpt_02	78	150	18	ok	chr6	170870918	170871064	83	ST-E00106:366:H77VFALXX:2:2218:10165:72895
SCA17	WGSrpt_02	126	150	17	ok	chr6	170870984	170871130	83	ST-E00106:366:H77VFALXX:2:1106:27356:9185
SCA17	WGSrpt_02	117	147	14	ok	chr6	170870980	170871118	147	ST-E00106:366:H77VFALXX:2:1107:26047:52590
SCA17	WGSrpt_02	106	150	18	ok	chr6	170870958	170871102	163	ST-E00106:366:H77VFALXX:1:1212:27519:31125
SCA17	WGSrpt_02	69	150	44	ok	chr6	170871094	170871243	147	ST-E00106:366:H77VFALXX:2:2202:15859:2838
SCA17	WGSrpt_02	53	150	44	ok	chr6	170870892	170871039	99	ST-E00106:366:H77VFALXX:2:2202:15859:2838
SCA17	WGSrpt_02	58	150	17	ok	chr6	170871081	170871229	163	ST-E00106:366:H77VFALXX:2:2203:10602:67146
SCA17	WGSrpt_02	29	149	44	ok	chr6	170870859	170871007	147	ST-E00106:366:H77VFALXX:1:1101:3589:19663
SCA17	WGSrpt_02	25	150	44	ok	chr6	170870853	170871002	83	ST-E00106:366:H77VFALXX:2:2213:12185:4456
SCA17	WGSrpt_02	66	150	18	ok	chr6	170870903	170871048	147	ST-E00106:366:H77VFALXX:1:2223:16823:61644
SCA17	WGSrpt_02	104	150	14	ok	chr6	170870953	170871094	147	ST-E00106:366:H77VFALXX:1:1209:9607:11945
SCA17	WGSrpt_02	115	150	17	ok	chr6	170871022	170871171	147	ST-E00106:366:H77VFALXX:2:1117:8694:63701
SCA17	WGSrpt_02	96	150	21	ok	chr6	170871060	170871209	147	ST-E00106:366:H77VFALXX:2:1207:10054:67568
SCA17	WGSrpt_02	54	150	44	ok	chr6	170870892	170871039	83	ST-E00106:366:H77VFALXX:1:1204:28087:23741
SCA17	WGSrpt_02	64	148	54	ok	chr6	170870906	170871050	99	ST-E00106:366:H77VFALXX:1:2220:2696:18678
SCA17	WGSrpt_02	100	148	27	ok	chr6	170870958	170871100	163	ST-E00106:366:H77VFALXX:2:1123:19360:73141
SCA17	WGSrpt_02	86	150	18	ok	chr6	170870929	170871075	83	ST-E00106:366:H77VFALXX:1:2123:3386:1836
SCA17	WGSrpt_02	103	150	17	ok	chr6	170870962	170871101	163	ST-E00106:366:H77VFALXX:2:2116:3640:3858
SCA17	WGSrpt_02	39	150	44	ok	chr6	170870877	170871026	163	ST-E00106:366:H77VFALXX:2:2222:12682:7392
SCA17	WGSrpt_02	29	147	44	ok	chr6	170870864	170871010	83	ST-E00106:366:H77VFALXX:2:1202:2879:12595
SCA17	WGSrpt_02	72	150	18	ok	chr6	170870912	170871058	147	ST-E00106:366:H77VFALXX:2:2214:4290:63208
SCA17	WGSrpt_02	119	150	44	ok	chr6	170870989	170871144	83	ST-E00106:366:H77VFALXX:1:1222:11535:66021
SCA17	WGSrpt_02	18	150	44	ok	chr6	170870855	170871004	163	ST-E00106:366:H77VFALXX:2:2102:23490:57407
SCA17	WGSrpt_02	112	148	17	ok	chr6	170870970	170871123	99	ST-E00106:366:H77VFALXX:1:2201:12266:20665
SCA17	WGSrpt_02	75	150	21	ok	chr6	170870915	170871061	147	ST-E00106:366:H77VFALXX:1:1211:6268:24690
SCA17	WGSrpt_02	122	150	28	ok	chr6	170871008	170871153	83	ST-E00106:366:H77VFALXX:1:2206:15483:28804
SCA17	WGSrpt_02	42	150	18	ok	chr6	170870880	170871029	163	ST-E00106:366:H77VFALXX:1:2206:15483:28804
SCA17	WGSrpt_02	96	150	21	ok	chr6	170871059	170871208	83	ST-E00106:366:H77VFALXX:2:2103:10906:52344
SCA17	WGSrpt_02	55	149	21	ok	chr6	170870896	170871039	163	ST-E00106:366:H77VFALXX:2:2213:8420:41743
SCA17	WGSrpt_02	118	150	44	ok	chr6	170871024	170871173	99	ST-E00106:366:H77VFALXX:1:2108:15047:15742
SCA17	WGSrpt_02	58	150	54	ok	chr6	170870897	170871043	147	ST-E00106:366:H77VFALXX:1:1113:5294:38825
SCA17	WGSrpt_02	109	150	17	ok	chr6	170870960	170871106	83	ST-E00106:366:H77VFALXX:1:2201:25073:23020
SCA17	WGSrpt_02	115	150	11	ok	chr6	170871000	170871154	163	ST-E00106:366:H77VFALXX:2:2107:11414:64298
SCA17	WGSrpt_02	118	150	14	ok	chr6	170870990	170871145	163	ST-E00106:366:H77VFALXX:2:2115:16833:68517
SCA17	WGSrpt_02	102	149	17	ok	chr6	170870950	170871095	99	ST-E00106:366:H77VFALXX:1:1224:13088:19416
SCA17	WGSrpt_02	101	148	21	ok	chr6	170871002	170871146	163	ST-E00106:366:H77VFALXX:2:1212:1610:30052
SCA17	WGSrpt_02	126	150	17	ok	chr6	170870984	170871130	147	ST-E00106:366:H77VFALXX:2:2207:4259:6618
SCA17	WGSrpt_02	110	150	11	ok	chr6	170871004	170871153	163	ST-E00106:366:H77VFALXX:2:1211:1884:51236
SCA17	WGSrpt_02	75	150	44	ok	chr6	170871087	170871236	83	ST-E00106:366:H77VFALXX:1:1222:13727:32865
SCA17	WGSrpt_02	36	148	44	ok	chr6	170870867	170871014	163	ST-E00106:366:H77VFALXX:1:1222:13727:32865
SCA17	WGSrpt_02	122	150	27	ok	chr6	170871002	170871148	147	ST-E00106:366:H77VFALXX:1:2202:4452:39335
SCA17	WGSrpt_02	67	148	21	ok	chr6	170870909	170871053	99	ST-E00106:366:H77VFALXX:1:1204:14560:12226
SCA17	WGSrpt_02	76	148	51	ok	chr6	170870921	170871065	99	ST-E00106:366:H77VFALXX:1:1107:32644:72139
SCA17	WGSrpt_02	83	150	21	ok	chr6	170871075	170871224	163	ST-E00106:366:H77VFALXX:2:1109:20730:19715
SCA17	WGSrpt_02	105	148	28	ok	chr6	170870954	170871098	163	ST-E00106:366:H77VFALXX:1:1114:31629:34588
SCA17	WGSrpt_02	103	150	18	ok	chr6	170870955	170871100	99	ST-E00106:366:H77VFALXX:1:2116:29335:47105
SCA17	WGSrpt_02	120	150	44	ok	chr6	170871019	170871168	83	ST-E00106:366:H77VFALXX:2:1105:28879:5388
SCA17	WGSrpt_02	117	149	17	ok	chr6	170870978	170871132	83	ST-E00106:366:H77VFALXX:1:2206:13890:63384
SCA17	WGSrpt_02	95	150	18	ok	chr6	170870938	170871084	83	ST-E00106:366:H77VFALXX:2:2113:19837:33639
SCA17	WGSrpt_02	55	150	44	ok	chr6	170870893	170871039	83	ST-E00106:366:H77VFALXX:1:1224:32837:67551
SCA17	WGSrpt_02	86	150	44	ok	chr6	170870929	170871078	83	ST-E00106:366:H77VFALXX:1:2223:4980:41725
SCA17	WGSrpt_02	118	149	17	ok	chr6	170870981	170871132	83	ST-E00106:366:H77VFALXX:1:1124:20923:25042
SCA17	WGSrpt_02	115	150	17	ok	chr6	170870975	170871121	163	ST-E00106:366:H77VFALXX:1:1110:18355:17430
SCA17	WGSrpt_02	89	150	34	ok	chr6	170871071	170871220	147	ST-E00106:366:H77VFALXX:1:1121:20273:17729
SCA17	WGSrpt_02	124	150	14	ok	chr6	170870985	170871118	147	ST-E00106:366:H77VFALXX:1:1224:7638:73123
SCA17	WGSrpt_02	124	150	27	ok	chr6	170871003	170871149	83	ST-E00106:366:H77VFALXX:2:1218:27468:58708
SCA17	WGSrpt_02	118	149	17	ok	chr6	170870975	170871129	147	ST-E00106:366:H77VFALXX:1:2222:13971:17887
SCA17	WGSrpt_02	114	150	17	ok	chr6	170871025	170871174	147	ST-E00106:366:H77VFALXX:2:2115:29457:47773
SCA17	WGSrpt_02	115	150	17	ok	chr6	170870970	170871116	163	ST-E00106:366:H77VFALXX:2:1107:22465:65968
SCA17	WGSrpt_02	63	150	44	ok	chr6	170871092	170871240	147	ST-E00106:366:H77VFALXX:1:1118:31375:29050
SCA17	WGSrpt_02	74	149	44	ok	chr6	170871086	170871234	163	ST-E00106:366:H77VFALXX:1:1223:13971:26958
SCA17	WGSrpt_02	117	150	14	ok	chr6	170871033	170871177	163	ST-E00106:366:H77VFALXX:1:2202:11028:6987
SCA17	WGSrpt_02	112	148	17	ok	chr6	170870970	170871123	99	ST-E00106:366:H77VFALXX:2:1106:14468:41216
SCA17	WGSrpt_02	123	150	14	ok	chr6	170870997	170871152	163	ST-E00106:366:H77VFALXX:1:2103:19228:29068
SCA17	WGSrpt_02	94	150	34	ok	chr6	170871063	170871212	147	ST-E00106:366:H77VFALXX:1:1202:26392:71084
SCA17	WGSrpt_02	39	149	34	ok	chr6	170870875	170871023	99	ST-E00106:366:H77VFALXX:1:1202:26392:71084
SCA17	WGSrpt_02	46	150	44	ok	chr6	170870884	170871033	83	ST-E00106:366:H77VFALXX:2:2108:16163:34201
SCA17	WGSrpt_02	110	150	17	ok	chr6	170871028	170871174	147	ST-E00106:366:H77VFALXX:2:1113:1225:13914
SCA17	WGSrpt_02	79	149	18	ok	chr6	170870920	170871065	83	ST-E00106:366:H77VFALXX:1:1113:23287:26079
SCA17	WGSrpt_02	78	150	21	ok	chr6	170871082	170871231	147	ST-E00106:366:H77VFALXX:2:2203:25875:29015
SCA17	WGSrpt_02	29	149	21	ok	chr6	170870864	170871012	99	ST-E00106:366:H77VFALXX:2:2203:25875:29015
SCA17	WGSrpt_02	45	148	44	ok	chr6	170870885	170871032	99	ST-E00106:366:H77VFALXX:1:1206:28869:39827
SCA17	WGSrpt_02	53	150	44	ok	chr6	170870891	170871039	83	ST-E00106:366:H77VFALXX:1:1220:2828:24427
SCA17	WGSrpt_02	68	150	44	ok	chr6	170871095	170871244	99	ST-E00106:366:H77VFALXX:1:1221:30147:63454
SCA17	WGSrpt_02	12	147	37	mis	chr3	22664984	22665130	113	ST-E00106:366:H77VFALXX:2:1103:17097:68166
SCA17	WGSrpt_02	81	150	14	ok	chr6	170871056	170871205	163	ST-E00106:366:H77VFALXX:2:1222:26626:25429
SCA17	WGSrpt_02	80	150	21	ok	chr6	170871074	170871223	163	ST-E00106:366:H77VFALXX:1:1105:18122:11189
SCA17	WGSrpt_02	109	150	14	ok	chr6	170870959	170871103	147	ST-E00106:366:H77VFALXX:2:1216:20577:24409
SCA17	WGSrpt_02	116	150	14	ok	chr6	170870991	170871144	163	ST-E00106:366:H77VFALXX:1:2119:22942:1819
